Protein.IDs,Intensity.H.F01,Intensity.H.F02,Intensity.H.F03,Intensity.H.F04,Intensity.H.F05,Intensity.H.F06,Intensity.H.F07,Intensity.H.F08,Intensity.H.F09,Intensity.H.F10,Intensity.H.F11,Intensity.H.F12,Intensity.H.F13,Intensity.H.F14,Intensity.H.F15,Intensity.H.F16,Intensity.H.F17,Intensity.H.F18,Intensity.H.F19,Intensity.H.F20,Intensity.H.F21,Intensity.H.F22,Intensity.H.F23,Intensity.H.F24,Intensity.H.F25,Intensity.H.F26,Intensity.H.F27,Intensity.L.F01,Intensity.L.F02,Intensity.L.F03,Intensity.L.F04,Intensity.L.F05,Intensity.L.F06,Intensity.L.F07,Intensity.L.F08,Intensity.L.F09,Intensity.L.F10,Intensity.L.F11,Intensity.L.F12,Intensity.L.F13,Intensity.L.F14,Intensity.L.F15,Intensity.L.F16,Intensity.L.F17,Intensity.L.F18,Intensity.L.F19,Intensity.L.F20,Intensity.L.F21,Intensity.L.F22,Intensity.L.F23,Intensity.L.F24,Intensity.L.F25,Intensity.L.F26,Intensity.L.F27,Intensity.M.F01,Intensity.M.F02,Intensity.M.F03,Intensity.M.F04,Intensity.M.F05,Intensity.M.F06,Intensity.M.F07,Intensity.M.F08,Intensity.M.F09,Intensity.M.F10,Intensity.M.F11,Intensity.M.F12,Intensity.M.F13,Intensity.M.F14,Intensity.M.F15,Intensity.M.F16,Intensity.M.F17,Intensity.M.F18,Intensity.M.F19,Intensity.M.F20,Intensity.M.F21,Intensity.M.F22,Intensity.M.F23,Intensity.M.F24,Intensity.M.F25,Intensity.M.F26,Intensity.M.F27,Percentage.H.F01,Percentage.H.F02,Percentage.H.F03,Percentage.H.F04,Percentage.H.F05,Percentage.H.F06,Percentage.H.F07,Percentage.H.F08,Percentage.H.F09,Percentage.H.F10,Percentage.H.F11,Percentage.H.F12,Percentage.H.F13,Percentage.H.F14,Percentage.H.F15,Percentage.H.F16,Percentage.H.F17,Percentage.H.F18,Percentage.H.F19,Percentage.H.F20,Percentage.H.F21,Percentage.H.F22,Percentage.H.F23,Percentage.H.F24,Percentage.H.F25,Percentage.H.F26,Percentage.H.F27,Percentage.L.F01,Percentage.L.F02,Percentage.L.F03,Percentage.L.F04,Percentage.L.F05,Percentage.L.F06,Percentage.L.F07,Percentage.L.F08,Percentage.L.F09,Percentage.L.F10,Percentage.L.F11,Percentage.L.F12,Percentage.L.F13,Percentage.L.F14,Percentage.L.F15,Percentage.L.F16,Percentage.L.F17,Percentage.L.F18,Percentage.L.F19,Percentage.L.F20,Percentage.L.F21,Percentage.L.F22,Percentage.L.F23,Percentage.L.F24,Percentage.L.F25,Percentage.L.F26,Percentage.L.F27,Percentage.M.F01,Percentage.M.F02,Percentage.M.F03,Percentage.M.F04,Percentage.M.F05,Percentage.M.F06,Percentage.M.F07,Percentage.M.F08,Percentage.M.F09,Percentage.M.F10,Percentage.M.F11,Percentage.M.F12,Percentage.M.F13,Percentage.M.F14,Percentage.M.F15,Percentage.M.F16,Percentage.M.F17,Percentage.M.F18,Percentage.M.F19,Percentage.M.F20,Percentage.M.F21,Percentage.M.F22,Percentage.M.F23,Percentage.M.F24,Percentage.M.F25,Percentage.M.F26,Percentage.M.F27
YER122C,0,0,95820307.97,868156709.6,2064458860,1366959814,627406659.6,1530955627,1211737515,1084289979,3212112256,9446062894,7239192468,3043448014,930099799.8,0,0,102453215.7,216273000.8,65313151.25,23538123.25,3544074.924,1622498.701,0,0,164118.9545,156579.1455,0,0,103036330.2,800425142.5,2253321027,1498680297,713450161.1,1639537719,1475408871,1423105105,3433286328,10948813764,9685938477,3346488945,695853080.5,0,0,103869160,261396010.1,74071223.48,27833750.9,4342948.375,1887227.425,0,0,221746.6781,136599.9069,0,0,122464365.7,666995322,2371311996,1350224048,616414663.6,1362203840,1357424463,1353832911,2932306983,9712293317,9066261127,3121445608,473185260,0,0,70103650.48,203862625.8,73953989.44,31070870.2,4350756.912,1977831.904,0,0,256063.1871,227973.6277,0,0,0.002891923,0.026201571,0.062306798,0.041255794,0.018935568,0.046205301,0.036571078,0.032724623,0.096943773,0.285088722,0.218483843,0.091853369,0.028071056,0,0,0.003092109,0.006527269,0.001971196,0.000710397,0.000106963,4.90E-05,0,0,4.95E-06,4.73E-06,0,0,0.002676887,0.020795068,0.058541346,0.038935758,0.018535456,0.042595238,0.038331165,0.036972312,0.089196879,0.2844505,0.251640964,0.08694188,0.018078283,0,0,0.002698524,0.006791076,0.001924373,0.000723122,0.00011283,4.90E-05,0,0,5.76E-06,3.55E-06,0,0,0.003509795,0.019115904,0.067961154,0.038697053,0.017666276,0.03904039,0.038903415,0.038800482,0.084039118,0.278351675,0.259836569,0.089459779,0.01356136,0,0,0.002009151,0.005842647,0.002119501,0.000890483,0.000124692,5.67E-05,0,0,7.34E-06,6.53E-06
YER125W,459023118,601755318.1,569145348.4,700382678.8,462041906,811842271.9,0,333725676.5,136708483.6,526890151.3,231219799.9,299344496.6,643417900.6,1703813362,8256744891,2300255247,837919538.8,1226930217,420312475.6,101847070.3,71378594.53,19414226.6,5605603.292,0,893875.4492,0,0,526374767.6,685673576.7,522167570.7,818280714.5,695974324.5,1165801665,0,504941308,195061398.1,784223774.3,347053768.1,299807140.3,833574298.7,1870098735,9931165578,3155812410,1359354156,1492170504,575952814.3,125009412.9,113424645.1,22464561.69,5611889.726,0,1371125.472,0,0,547425155.1,714977573.1,613380301.2,816008187.2,592789690.2,1137675709,0,473222542.5,206888251.7,706454010.3,298365596.5,420248718.1,859505888.3,1880992254,10179100364,2932503100,1369704149,1084238920,452468035.7,120201093.3,84831231.94,19942804.52,5679643.516,0,933109.0096,0,0,0.022152971,0.029041387,0.027467593,0.033801254,0.022298661,0.039180419,0,0.016105976,0.006597705,0.02542831,0.011158927,0.014446701,0.03105207,0.082227945,0.398479774,0.1110129,0.040438937,0.059213029,0.020284752,0.004915254,0.003444811,0.000936952,0.000270533,0,4.31E-05,0,0,0.020220786,0.02634028,0.020059166,0.031434408,0.026735985,0.044784491,0,0.019397416,0.00749332,0.030126104,0.013332136,0.011517148,0.032021914,0.071840196,0.381507601,0.12123113,0.052219847,0.057322012,0.022125336,0.00480226,0.004357229,0.00086298,0.000215582,0,5.27E-05,0,0,0.0214529,0.028019068,0.024037599,0.03197833,0.023230679,0.044584073,0,0.018544993,0.008107689,0.02768504,0.011692571,0.016469016,0.03368295,0.073713709,0.398906079,0.11492109,0.053676975,0.042489953,0.01773165,0.004710529,0.003324429,0.000781533,0.000222578,0,3.66E-05,0,0
YER126C,1209989696,3150054801,1612449630,1450043319,0,348367097.5,213093717.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1399491133,3316293826,2059143498,1841772358,0,335030569.8,131825508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1637902355,3767918165,1993242070,1697338721,0,229297811.4,196071322.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151551849,0.394546028,0.201960168,0.181618692,0,0.043633163,0.026690101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154068626,0.365087582,0.226689118,0.202758939,0,0.036883192,0.014512543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172016577,0.395716131,0.209335237,0.178258731,0,0.024081426,0.020591898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YER127W,4814448974,2302718348,630279047.3,1349146522,1397350184,204762986.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5935154339,2794279990,889614051.7,1647599419,1271448457,165616920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5230373941,2693438299,778133870.9,1510188404,1771301105,174128722.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.450002921,0.21523335,0.058911708,0.12610371,0.13060927,0.019139042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46719839,0.219957736,0.070027876,0.129694318,0.100084789,0.013036891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430215608,0.221544236,0.064004092,0.124218006,0.145695392,0.014322665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YER133W,2844343694,6729934829,3157377908,5207504977,3998093319,3526435585,4114497280,4297551254,4688974549,2943966259,2280454991,3674933163,6303489981,27386306013,19466324207,3083993180,746687494.3,328049275.7,168488414.8,15141120.78,0,0,0,0,0,0,0,3580771599,8172836318,3920398630,6297976374,4685735489,4818420264,5390882759,5305825887,5749910801,3960343656,2855563595,4654756452,8215880271,43828815547,24548126426,4109399359,574044325,534579943.7,182539063.8,15636951.8,0,0,0,0,0,0,0,3669096915,7929884389,3494248335,5732920137,4171440440,4449575498,6017750115,8320016348,5564090686,3535261196,2522075294,4285903243,6123051484,33011383885,21973220372,3908105375,751184615.8,432926659.1,171441792.3,12041487.3,0,0,0,0,0,0,0,0.027098653,0.064117488,0.030080995,0.049612982,0.038090666,0.033597085,0.039199671,0.040943664,0.044672835,0.028047778,0.021726369,0.035011852,0.060054659,0.260915028,0.185459716,0.029381844,0.007113847,0.003125394,0.001605224,0.000144253,0,0,0,0,0,0,0,0.025323265,0.057798409,0.027725112,0.044539374,0.033137585,0.034075933,0.038124396,0.037522873,0.040663447,0.028007604,0.020194584,0.032918501,0.058102817,0.309957978,0.173604683,0.029061728,0.004059649,0.003780557,0.001290919,0.000110585,0,0,0,0,0,0,0,0.029102351,0.062897843,0.027715496,0.045472076,0.033086813,0.03529291,0.047731276,0.065992271,0.044132964,0.0280408,0.020004465,0.033994703,0.0485665,0.261837969,0.174286041,0.030998106,0.005958207,0.003433865,0.001359833,9.55E-05,0,0,0,0,0,0,0
YER134C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6132213622,8685936125,1129015504,53865300.08,617134.746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8288371194,12406838009,1530059355,70388524.22,952761.7046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7552478968,10716604180,1335140527,71075185.89,771803.8539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383223887,0.542815109,0.070556203,0.003366235,3.86E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371732351,0.556445042,0.06862296,0.003156916,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383840813,0.544651641,0.067856055,0.003612265,3.92E-05,0,0,0,0,0
YER136W,0,0,0,0,0,0,0,0,0,0,0,0,0,256433430.2,14167579050,75410191665,32537996299,10125885881,1547914637,215486505.5,37358044.81,746356.0304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212772207.3,17229745828,1.03237E+11,42362222621,12819947210,2190627930,242846861.1,43417092.63,1238954.614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162806150.9,16457962720,84628147519,38979461421,11234488351,1905105302,218624240,38466741.06,1084786.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001909413,0.105492346,0.561507229,0.24227919,0.075397741,0.011525833,0.001604521,0.000278169,5.56E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00119307,0.096611745,0.57887862,0.237536193,0.071884837,0.012283431,0.001361707,0.000243451,6.95E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001059755,0.107129958,0.550870728,0.253729343,0.073128752,0.012400918,0.001423093,0.000250392,7.06E-06,0,0,0,0,0
YER146W,0,0,199673963.2,320751003.8,300781197.7,282904347.3,268024281.2,230010759.5,285947039.1,215464394.3,340798528.4,777788185,0,0,0,889311431.9,521269282.2,229686566.1,73374628.89,15000957.14,3820211.397,735534.1983,0,0,0,0,0,0,0,210258689.7,452608850.4,422239108.5,358002841.5,340545960.6,294416538.6,307654465.4,323757431.1,343748760.8,726616987.3,0,0,0,892352010.3,765535723.9,425547793.9,73370207.67,19022946.65,4858872.719,708534.6783,0,0,0,0,0,0,0,221009090.3,390755098.4,370560596.7,377507341.8,327435970.7,192283669.6,289875117.2,228802180.7,323377219.1,656813865.9,0,0,0,962978102.1,646957213,342463545.3,64616184.7,12081484.8,5653438.364,824841.8431,0,0,0,0,0,0,0,0.040294686,0.064728324,0.060698369,0.057090778,0.054087945,0.046416725,0.0577048,0.043481233,0.068773963,0.156959527,0,0,0,0.179465186,0.105193395,0.046351302,0.014807177,0.003027229,0.000770928,0.000148433,0,0,0,0,0,0,0,0.035270932,0.075925213,0.070830683,0.060055039,0.057126644,0.049388425,0.05160909,0.054310365,0.057663914,0.121890125,0,0,0,0.149692204,0.12841875,0.071385716,0.012307865,0.003191103,0.000815077,0.000118857,0,0,0,0,0,0,0,0.040821813,0.072175002,0.068444947,0.069728056,0.060479548,0.035516041,0.053541815,0.042261247,0.059729871,0.121317783,0,0,0,0.177868304,0.119497195,0.063255239,0.011935029,0.002231529,0.001044227,0.000152354,0,0,0,0,0
YER148W,471058760.9,199869562.7,154181728.9,220793973.5,216636015.1,104918586.1,73654217.77,17106866.53,0,28923690.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575284551.7,256796860.5,214382131,281058665.1,262855529.2,139903327.2,52939060.95,69365456.33,0,36514399.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720728823.1,205876798.7,228593276.9,215206631.9,228645810.1,111048180.3,48699150.97,23995259.12,0,52977252.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316754094,0.134398312,0.103676437,0.148468516,0.145672579,0.070550416,0.049527314,0.011503172,0,0.01944916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304528377,0.135936088,0.11348374,0.148779137,0.13914326,0.074058191,0.02802343,0.036718785,0,0.019328993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392602754,0.112147309,0.124521661,0.117229551,0.124550277,0.060491297,0.026527898,0.013070942,0,0.028858309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YER149C,696436963.7,950541100.6,505232008.3,204288248.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,964481760.4,1571416403,693161527,461989433.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,828915347.3,943468869.8,411883924.2,333275534.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295538918,0.403370158,0.214399477,0.086691447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261302878,0.42573706,0.187795259,0.125164802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329255598,0.374757697,0.163605473,0.132381232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YER151C,3296135836,6151842363,2756446874,1677945348,647398821.9,179638777.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3549795402,6760054212,3359868329,1708274191,1043760366,149922856.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3698922293,5666104911,3274086023,1631196214,776365248.9,139519542.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224083514,0.418225013,0.187393461,0.114072935,0.044012568,0.012212509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214208601,0.407928231,0.202747656,0.103083976,0.062984601,0.009046934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24357138,0.373108945,0.215596217,0.107413101,0.051123095,0.009187262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YER152C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527636215.6,1482031767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742771295.1,1754914051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555658011.6,1621205580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262548949,0.737451051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297383854,0.702616146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255256238,0.744743762,0,0,0,0,0,0,0,0,0,0,0
YER155C,1699087536,9066766291,6343840803,4869872342,2545616836,1107671949,206072960.2,88707073.72,92952676.71,46697208.31,682978811.2,1070122928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2213407480,11954233322,7419249020,6264999098,2803817851,1265530930,221448026.9,113267720.5,50861153.22,35679598.47,833506019.2,1397282125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2275455775,10902384596,6868843240,6379821533,2886373220,1190871047,178901844.3,88836749.78,48282686.03,27807449.28,727419021.5,1253035426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061073468,0.325903668,0.228028485,0.175046892,0.091501847,0.039815116,0.007407264,0.003188564,0.003341171,0.001678525,0.024549579,0.038465422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06402075,0.345765068,0.21459487,0.181209265,0.081097821,0.036604304,0.006405178,0.003276163,0.001471111,0.001031999,0.024108386,0.040415084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069314412,0.332105939,0.209237127,0.19434066,0.087924039,0.036276041,0.005449667,0.002706125,0.001470776,0.000847064,0.022158471,0.038169678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YER156C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24919167720,24347719720,6085663454,1528067686,227896398,24265721.78,3855114.798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27280143934,30671352901,7058165966,1694590723,223873084.4,24145039.68,3496271.341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24426311245,26731302209,6023166693,1625012235,227688600.5,26463859.98,4416762.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.436132918,0.426131489,0.106510707,0.026744096,0.003988621,0.000424696,6.75E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407435308,0.458083804,0.105415354,0.025309107,0.003343597,0.000360612,5.22E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41355414,0.452579212,0.101976328,0.027512567,0.003854924,0.000448051,7.48E-05,0,0,0,0,0,0
YER157W,0,0,0,0,0,2170852254,2238405755,327354259.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2849192184,2736232373,465900167.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2833840785,2799379968,403111016.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458313269,0.472575256,0.069111475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470837761,0.452170805,0.076991434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469464054,0.463755154,0.066780792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YER163C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2578338603,2265067849,444421408.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2888408513,2943458107,630466502.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2863971949,2645201276,472275118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487598816,0.428355065,0.084046119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446960635,0.455479167,0.097560199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.478809109,0.442234242,0.078956649,0,0,0,0,0,0,0,0
YER164W,280502406.4,573183505.7,475613182.2,313027828.2,122145553,180269281.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319304168.4,674308085.8,593812363.3,341801783.5,228818199.5,176171006.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260967263.2,599924858.3,471268842.2,362015316.3,133067379.4,177486840.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144236326,0.294735023,0.24456367,0.160961129,0.062808109,0.092695743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13679292,0.288879949,0.254394822,0.146431111,0.098027877,0.075473322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130175733,0.299254617,0.235078402,0.18058054,0.066376692,0.088534015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YER165W,1.02874E+11,78165622909,52246210226,60478274986,64653687488,59250916309,49266891001,48750419980,45341244535,62606019650,70235138188,1.06034E+11,1.24495E+11,71937445647,27181142196,5590045546,7714216623,17384650563,10523396703,2631042132,1059968365,227308528.4,95021945.76,15057664.91,15051693.06,6612581.186,7431976.315,1.23723E+11,91516330605,61052702711,76059611040,77948741255,72475049754,59573480670,57868376383,55846900110,73901669991,84705281441,1.30058E+11,1.60098E+11,90104482988,33590859023,5617757146,8309423872,21891741156,13417529752,3445473888,1266651246,279495587.3,111060335.4,18144366.26,15908334.11,7598555.52,8228942.634,1.13663E+11,86336129551,57556981718,65915253967,66032802703,63410871222,52500753881,53494834955,50571342033,67936375591,75386841554,1.14783E+11,1.40502E+11,79817649482,28894733136,5474195662,9286225102,18141372017,11399683245,2844994251,1109494693,240322757.5,97695177.01,15203603.51,16521077.36,7150539.988,8062999.785,0.096252832,0.073135033,0.048883744,0.056586009,0.0604927,0.055437641,0.046096168,0.045612936,0.042423169,0.058576816,0.065714939,0.099209603,0.11648258,0.067307689,0.025431816,0.005230281,0.007217744,0.016265808,0.009846131,0.002461713,0.000991751,0.000212679,8.89E-05,1.41E-05,1.41E-05,6.19E-06,6.95E-06,0.094958609,0.070239918,0.046858706,0.058376694,0.059826625,0.055625499,0.045723385,0.044414696,0.042863188,0.056720448,0.065012354,0.099820787,0.12287714,0.069156308,0.025781401,0.004311698,0.006377586,0.016802183,0.01029812,0.002644444,0.000972171,0.000214516,8.52E-05,1.39E-05,1.22E-05,5.83E-06,6.32E-06,0.097527244,0.074080058,0.04938633,0.056558081,0.056658943,0.054409215,0.045047872,0.045900836,0.043392355,0.058292289,0.064685105,0.09848894,0.120556929,0.068486926,0.024792906,0.004697092,0.007967975,0.015566066,0.009781411,0.002441126,0.000951993,0.000206207,8.38E-05,1.30E-05,1.42E-05,6.14E-06,6.92E-06
YER166W,2441844942,0,0,0,0,559955973.9,0,549912967.5,0,0,0,0,0,0,0,7430942.533,0,0,0,0,0,0,0,0,0,0,0,2932477207,0,0,0,0,725381001.4,0,640599762.5,0,0,0,0,0,0,0,1543997983,0,0,0,0,0,0,0,0,0,0,0,2517703058,0,0,0,0,578199466.5,0,583058169.8,0,0,0,0,0,0,0,595260564.6,0,0,0,0,0,0,0,0,0,0,0,0.686076308,0,0,0,0,0.157328797,0,0.15450705,0,0,0,0,0,0,0,0.002087845,0,0,0,0,0,0,0,0,0,0,0,0.501925428,0,0,0,0,0.124156863,0,0.10964563,0,0,0,0,0,0,0,0.264272079,0,0,0,0,0,0,0,0,0,0,0,0.589043689,0,0,0,0,0.135275979,0,0.136412725,0,0,0,0,0,0,0,0.139267607,0,0,0,0,0,0,0,0,0,0,0
YER168C,0,0,0,0,0,161957256.2,685847601.9,470585795.8,179072060.2,0,0,0,0,1561393174,4852806897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175828341.4,959225701,593622446.5,257356597.1,0,0,0,0,2524581338,4511896567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137545791,843540090.8,565914993.9,261171023.8,0,0,0,0,1730996881,6063210746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020470698,0.086688174,0.059480012,0.022633935,0,0,0,0,0.197353352,0.613373829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019487739,0.106314717,0.065793486,0.028523833,0,0,0,0,0.279809173,0.500071052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014324136,0.087846985,0.058934871,0.027198573,0,0,0,0,0.180267493,0.631427942,0,0,0,0,0,0,0,0,0,0,0,0
YER172C,0,0,0,0,187647779.5,0,0,145038356.5,70232331.94,0,0,558649283.4,2160647884,1520534099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247321328.7,0,0,149239861,78199298.33,0,0,556181850.3,2880829477,1937537995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230580402.3,0,0,115100475.5,80472327.26,0,0,641378389.6,2898357788,1861719105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04041738,0,0,0.031239753,0.015127314,0,0,0.120327245,0.46538108,0.327507229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042282139,0,0,0.025514098,0.013368979,0,0,0.095085039,0.49250759,0.331242156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395669,0,0,0.019750894,0.013808808,0,0,0.110058593,0.497349435,0.319465371,0,0,0,0,0,0,0,0,0,0,0,0,0
YER175C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8574621769,5245752662,785386182,102652192.3,2920707.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11733518909,7619287612,1073694181,133531293,5100915.254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9557375072,5564727928,886057446.2,87416939.45,4129095.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.582858227,0.356579005,0.053386471,0.006977763,0.000198535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.570554003,0.370495423,0.052209445,0.006493092,0.000248037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.593636603,0.345641576,0.055035627,0.005429723,0.00025647,0,0,0,0,0,0
YER176W,285642728.8,370934345.3,42090395.21,57195925.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217514276.7,468747457.4,56415672.07,41650471.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224294515.4,373313943,49227262.13,54526987.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377902582,0.490742571,0.055685188,0.075669659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277325699,0.597642224,0.071928684,0.053103393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319798177,0.53226945,0.070188023,0.077744349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
