Protein.IDs,Intensity.H.F01,Intensity.H.F02,Intensity.H.F03,Intensity.H.F04,Intensity.H.F05,Intensity.H.F06,Intensity.H.F07,Intensity.H.F08,Intensity.H.F09,Intensity.H.F10,Intensity.H.F11,Intensity.H.F12,Intensity.H.F13,Intensity.H.F14,Intensity.H.F15,Intensity.H.F16,Intensity.H.F17,Intensity.H.F18,Intensity.H.F19,Intensity.H.F20,Intensity.H.F21,Intensity.H.F22,Intensity.H.F23,Intensity.H.F24,Intensity.H.F25,Intensity.H.F26,Intensity.H.F27,Intensity.L.F01,Intensity.L.F02,Intensity.L.F03,Intensity.L.F04,Intensity.L.F05,Intensity.L.F06,Intensity.L.F07,Intensity.L.F08,Intensity.L.F09,Intensity.L.F10,Intensity.L.F11,Intensity.L.F12,Intensity.L.F13,Intensity.L.F14,Intensity.L.F15,Intensity.L.F16,Intensity.L.F17,Intensity.L.F18,Intensity.L.F19,Intensity.L.F20,Intensity.L.F21,Intensity.L.F22,Intensity.L.F23,Intensity.L.F24,Intensity.L.F25,Intensity.L.F26,Intensity.L.F27,Intensity.M.F01,Intensity.M.F02,Intensity.M.F03,Intensity.M.F04,Intensity.M.F05,Intensity.M.F06,Intensity.M.F07,Intensity.M.F08,Intensity.M.F09,Intensity.M.F10,Intensity.M.F11,Intensity.M.F12,Intensity.M.F13,Intensity.M.F14,Intensity.M.F15,Intensity.M.F16,Intensity.M.F17,Intensity.M.F18,Intensity.M.F19,Intensity.M.F20,Intensity.M.F21,Intensity.M.F22,Intensity.M.F23,Intensity.M.F24,Intensity.M.F25,Intensity.M.F26,Intensity.M.F27,Percentage.H.F01,Percentage.H.F02,Percentage.H.F03,Percentage.H.F04,Percentage.H.F05,Percentage.H.F06,Percentage.H.F07,Percentage.H.F08,Percentage.H.F09,Percentage.H.F10,Percentage.H.F11,Percentage.H.F12,Percentage.H.F13,Percentage.H.F14,Percentage.H.F15,Percentage.H.F16,Percentage.H.F17,Percentage.H.F18,Percentage.H.F19,Percentage.H.F20,Percentage.H.F21,Percentage.H.F22,Percentage.H.F23,Percentage.H.F24,Percentage.H.F25,Percentage.H.F26,Percentage.H.F27,Percentage.L.F01,Percentage.L.F02,Percentage.L.F03,Percentage.L.F04,Percentage.L.F05,Percentage.L.F06,Percentage.L.F07,Percentage.L.F08,Percentage.L.F09,Percentage.L.F10,Percentage.L.F11,Percentage.L.F12,Percentage.L.F13,Percentage.L.F14,Percentage.L.F15,Percentage.L.F16,Percentage.L.F17,Percentage.L.F18,Percentage.L.F19,Percentage.L.F20,Percentage.L.F21,Percentage.L.F22,Percentage.L.F23,Percentage.L.F24,Percentage.L.F25,Percentage.L.F26,Percentage.L.F27,Percentage.M.F01,Percentage.M.F02,Percentage.M.F03,Percentage.M.F04,Percentage.M.F05,Percentage.M.F06,Percentage.M.F07,Percentage.M.F08,Percentage.M.F09,Percentage.M.F10,Percentage.M.F11,Percentage.M.F12,Percentage.M.F13,Percentage.M.F14,Percentage.M.F15,Percentage.M.F16,Percentage.M.F17,Percentage.M.F18,Percentage.M.F19,Percentage.M.F20,Percentage.M.F21,Percentage.M.F22,Percentage.M.F23,Percentage.M.F24,Percentage.M.F25,Percentage.M.F26,Percentage.M.F27
YCR042C,0.003923422,0.001524574,0,0,0,0,0,0,0,0,0.008901734,0.00660413,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000182675,0,0.003154257,0,0,0,0,0,0,0,0,0,0.013609131,0.009826352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001731389,0,0,0,0,0,0,0,0,0,0.0090615,0.007570895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185622741,0.072129794,0,0,0,0,0,0,0,0,0.421153908,0.312450921,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008642635,0,0.118626835,0,0,0,0,0,0,0,0,0,0.511818884,0.36955428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094282817,0,0,0,0,0,0,0,0,0,0.493444062,0.412273121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCR043C,0.010509725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006891314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005351228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCR047C,0,0,0,0.001994801,0.00477277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00092671,0.002335642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000907615,0.004771293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294758831,0.705241169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284061914,0.715938086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159822151,0.840177849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCR051W,0.000231452,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013899024,0.180667667,0.065422102,0.014203222,0.000650582,0,0,0,7.63E-05,3.16E-05,0,0,0,0.000174917,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013923408,0.150457881,0.046822796,0.01040421,0.000796735,0,0,0,4.84E-05,3.89E-05,0,0,0,0.001817328,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015029843,0.140126605,0.052326509,0.011570832,0.000555235,0,0,0,6.49E-05,4.87E-05,0,0,0,0.000841087,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050508486,0.656538944,0.237741255,0.051613932,0.002364188,0,0,0,0.000277365,0.000114744,0,0,0,0.000785553,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062530103,0.675707197,0.210281441,0.046725366,0.00357814,0,0,0,0.000217308,0.000174892,0,0,0,0.008203159,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067842578,0.632511596,0.236194433,0.052229092,0.002506253,0,0,0,0.000292876,0.000220012,0,0,0
YCR052W,0.012693197,0.006440721,0,0,0,0,0,0.00085763,0.003955254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010115484,0.005526829,0,0,0,0,0,0.002318341,0.005872356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008334156,0.004208279,0,0,0,0,0,0.001525317,0.004479327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.530058105,0.268959539,0,0,0,0,0,0.03581398,0.165168377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424431678,0.231898071,0,0,0,0,0,0.097274356,0.246395896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449351424,0.226897109,0,0,0,0,0,0.082240273,0.241511194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCR053W,0.000840769,0,0,0,0,0,0,0,0.000877946,0.000525456,0.001027465,0.001277148,0,0,0.00403346,3.606296952,2.732172118,0.743109702,0.119119724,0.016911835,0.004073112,0.002647997,0.000427937,7.56E-05,1.28E-05,1.37E-05,0,0.001398502,0,0,0,0,0,0,0,0.000802149,0.002113011,0.001713683,0.002009046,0,0,0.007645682,3.639829875,2.714349556,0.749314872,0.124867763,0.017515588,0.004066107,0.002745542,0.000382,6.00E-05,1.61E-05,1.33E-05,0,0.004104847,0,0,0,0,0,0,0,0.001255989,0.00166757,0.001533106,0.002333333,0,0,0.00737075,4.403849773,3.125864527,0.855451997,0.1409314,0.019738885,0.004644905,0.002885021,0.000548522,7.08E-05,2.14E-05,1.58E-05,0,0.000116234,0,0,0,0,0,0,0,0.000121373,7.26E-05,0.000142044,0.000176562,0,0,0.000557613,0.498558789,0.377713882,0.102732492,0.016467913,0.002338006,0.000563094,0.000366077,5.92E-05,1.05E-05,1.78E-06,1.89E-06,0,0.000192397,0,0,0,0,0,0,0,0.000110354,0.000290694,0.000235757,0.000276391,0,0,0.001051843,0.500744062,0.373422514,0.103085854,0.017178493,0.00240968,0.000559389,0.000377714,5.26E-05,8.26E-06,2.21E-06,1.83E-06,0,0.000478851,0,0,0,0,0,0,0,0.000146517,0.00019453,0.000178844,0.000272195,0,0,0.000859835,0.513730923,0.364647604,0.099792719,0.016440347,0.002302639,0.000541851,0.000336552,6.40E-05,8.26E-06,2.50E-06,1.84E-06,0
YCR054C,0.012286005,0.056024184,0.058958689,0.024022722,0.020046645,0.001494442,0,0,0,0,0,0,0,0,0.003911356,0,0,0,0,0,0,0,0,0,0,0,0,0.010242471,0.051835513,0.049995609,0.019568137,0.015319238,0.001427979,0,0,0,0,0,0,0,0,0.016422184,0,0,0,0,0,0,0,0,0,0,0,0,0.014871839,0.061528564,0.053242513,0.021427157,0.016779067,0.001998467,0,0,0,0,0,0,0,0,0.001460007,0,0,0,0,0,0,0,0,0,0,0,0,0.069512977,0.316979193,0.333582327,0.135918142,0.113421901,0.008455402,0,0,0,0,0,0,0,0,0.022130058,0,0,0,0,0,0,0,0,0,0,0,0,0.06214672,0.314514636,0.303350925,0.118730678,0.092950264,0.008664333,0,0,0,0,0,0,0,0,0.099642444,0,0,0,0,0,0,0,0,0,0,0,0,0.086813648,0.359170048,0.310800621,0.125080005,0.097947003,0.011665955,0,0,0,0,0,0,0,0,0.008522722,0,0,0,0,0,0,0,0,0,0,0,0
YCR057C,0.04901341,0.005580821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036926062,0.003271369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015103422,0.003762415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.897776353,0.102223647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91861746,0.08138254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.800569927,0.199430073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCR060W,0.000939395,0,0,0,0,0,0,0.000277294,0.002419165,0.001437568,0,0.001056716,0.000688108,0,0,0,0,0.03400608,0.017219147,0.004173202,0.000379482,0,0,0,0,0,0,0.000649082,0,0,0,0,0,0,0.000592213,0.002725947,0.001908089,0,0.001369912,0.001645766,0,0,0,0,0.021793007,0.012209817,0.002225795,0.00029437,0,0,0,0,0,0,0.000526463,0,0,0,0,0,0,0.00040354,0.002518934,0.002598904,0,0.002532547,0.001091043,0,0,0,0,0.02695441,0.014934461,0.00332259,0.000429588,0,0,0,0,0,0,0.015007236,0,0,0,0,0,0,0.00442989,0.038647177,0.022965761,0,0.016881481,0.010992814,0,0,0,0,0.54326146,0.275083135,0.066668666,0.00606238,0,0,0,0,0,0,0.014292547,0,0,0,0,0,0,0.013040329,0.060024372,0.042015448,0,0.030164962,0.036239171,0,0,0,0,0.479874228,0.26885581,0.049011202,0.006481931,0,0,0,0,0,0,0.00951798,0,0,0,0,0,0,0.007295641,0.045540063,0.046985846,0,0.045786173,0.01972507,0,0,0,0,0.487311555,0.270001649,0.060069449,0.007766573,0,0,0,0,0,0
YCR061W,0.017999864,0.001927073,0,0,0,0,0,0,0,0,0,0,0.004046582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00507662,0.000614831,0,0,0,0,0,0,0,0,0,0,0.003094985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004483064,0.000400936,0,0,0,0,0,0,0,0,0,0,0.004998179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.750822783,0.080383394,0,0,0,0,0,0,0,0,0,0,0.168793823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577779241,0.069975014,0,0,0,0,0,0,0,0,0,0,0.352245744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.453651346,0.040571614,0,0,0,0,0,0,0,0,0,0,0.50577704,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCR073W-A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001252375,0.077216188,0.142192122,0.027958224,0.002931409,0.000155519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001687817,0.067783546,0.122206912,0.025147794,0.002449183,0.000121068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000883563,0.062952634,0.139774106,0.02634513,0.002351066,0.000108462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004975551,0.306771543,0.564913881,0.111074993,0.011646172,0.00061786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007693005,0.308954801,0.557014412,0.11462268,0.01116328,0.000551823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003801663,0.270863088,0.601398915,0.113353846,0.010115813,0.000466675,0,0,0,0,0,0,0
YCR075W-A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011150953,0.004012413,0.001239527,5.98E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017795229,0.007176423,0.002246215,9.54E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020169924,0.008222966,0.003007577,0.000146239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.677344799,0.243726903,0.075292843,0.003635455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.651523752,0.262745142,0.082239013,0.003492092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639367041,0.260660043,0.095337289,0.004635627,0,0,0,0,0,0
YCR077C,0.006070015,0.001957479,0.00260805,0.002966108,0.004425061,0,0.007171102,0.004854478,0.003362143,0.003197024,0.0051756,0.001956834,0,0.024166181,0.017907185,0,0,0.002193284,0,0,0,0,0,0,0,0,0,0.006678718,0.002522353,0.00232796,0.003122497,0.004446371,0,0.005812811,0.004214069,0.002526512,0.00288681,0.006137843,0.003143756,0,0.028083938,0.014638476,0,0,0,0,0,0,0,0,0,0,0,0,0.006847521,0.00254233,0.002026407,0.005167419,0.004841552,0,0.00746126,0.006481229,0.003746996,0.004323801,0.006620311,0.003828712,0,0.032553255,0.017482289,0,0,0,0,0,0,0,0,0,0,0,0,0.06896918,0.022241415,0.029633386,0.03370173,0.050278756,0,0.081480038,0.055157912,0.038201591,0.036325461,0.058806592,0.022234084,0,0.274582798,0.203466359,0,0,0.024920698,0,0,0,0,0,0,0,0,0,0.077173038,0.029145958,0.026899738,0.036080668,0.051378114,0,0.06716742,0.048693855,0.029194023,0.033357289,0.070923189,0.036326316,0,0.324511806,0.169148585,0,0,0,0,0,0,0,0,0,0,0,0,0.065890284,0.024463574,0.019499107,0.049723496,0.04658784,0,0.07179598,0.062365636,0.036055472,0.041605779,0.063703954,0.036841785,0,0.313243739,0.168223354,0,0,0,0,0,0,0,0,0,0,0,0
YCR081W,0.000875298,0,0,0,0,0.001294138,0.003183349,0.002028224,0.001557891,0.000693357,0.004584877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000699543,0.002706486,0.002458995,0.000807319,0.001495358,0.004976209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000927984,0.002687042,0.001870138,0.001148122,0.001300145,0.009364866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061566431,0,0,0,0,0.091026669,0.223909318,0.142660501,0.109578439,0.0487691,0.322489543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053221824,0.205911772,0.187082465,0.061421537,0.113768107,0.378594296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053646001,0.155335617,0.108111103,0.066371975,0.075160302,0.541375002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCR083W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001158769,0.064345355,0.027640995,0.005015281,0.000890547,0.000194901,5.47E-05,3.61E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024335,0.117589637,0.049582628,0.009161853,0.001477726,0.000324183,0.000132681,5.11E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001241958,0.110833647,0.050521683,0.008481407,0.00138723,0.000320495,8.34E-05,3.09E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011665067,0.647750404,0.27825576,0.050487725,0.008964934,0.001962024,0.000550429,0.000363656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013463103,0.650553143,0.274311029,0.050687056,0.008175375,0.001793511,0.000734045,0.000282739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007183071,0.641024924,0.292200597,0.049053634,0.008023277,0.001853638,0.000482188,0.000178671,0,0
YCR084C,0.000104805,0.000559617,0.197371994,0.446517869,0.461895908,0.284042845,0.089218209,0.026292268,0.009539412,0.003833285,0.005556788,0.013070993,0.035559102,0.084678576,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000119908,0.001343984,0.577982264,0.528899937,0.486623754,0.238330692,0.078188801,0.021946538,0.010013756,0.001959753,0.00556297,0.010172665,0.017593846,0.060705163,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000422239,0.004602139,0.256330684,0.414029167,0.583594045,0.310552716,0.082703908,0.019439422,0.011388824,0.00253522,0.00671018,0.008628122,0.016798485,0.043372212,0,0,0,0,0,0,0,0,0,0,0,0,0,6.32E-05,0.000337476,0.119024867,0.26927189,0.278545592,0.171291585,0.053802899,0.01585551,0.005752727,0.002311656,0.003351012,0.007882442,0.02144386,0.051065281,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88E-05,0.000658995,0.283401876,0.259335353,0.238606084,0.116860619,0.038338292,0.01076104,0.004910042,0.000960925,0.002727689,0.00498796,0.008626785,0.029765545,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000239758,0.002613207,0.145550856,0.235095926,0.331379027,0.176339457,0.046961309,0.011038181,0.006466854,0.00143956,0.003810205,0.004899259,0.009538592,0.024627807,0,0,0,0,0,0,0,0,0,0,0,0,0
YCR086W,0.001158686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001554135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001027661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCR087C-A,0.008589557,0.019329835,0.010543702,0.004049232,0.003104273,0.002096365,0.001511266,0,0,0,0,0,0,0,0,0,0,0,0,0.000269439,0.000691346,0.000280506,0,0,0,0,0,0.002159325,0.004340986,0.00420925,0.000779224,0.001394402,0.000783779,0.00019371,0,0,0,0,0,0,0,0,0,0,0,0,8.36E-05,0.000103859,0.000103043,0,0,0,0,0,0.007769795,0.017955872,0.022362717,0.003042032,0.003413582,0.001730707,0.000426824,0,0,0,0,0,0,0,0,0,0,0,0,0.000119242,0.000149995,8.23E-05,0,0,0,0,0,0.170206445,0.383030528,0.208928821,0.080237603,0.06151275,0.041540537,0.029946511,0,0,0,0,0,0,0,0,0,0,0,0,0.005339062,0.01369937,0.005558372,0,0,0,0,0,0.152590289,0.306758964,0.297449718,0.05506446,0.098536404,0.055386297,0.013688674,0,0,0,0,0,0,0,0,0,0,0,0,0.005904298,0.007339276,0.007281619,0,0,0,0,0,0.136185368,0.314722207,0.391963343,0.053319333,0.059831686,0.030335037,0.007481177,0,0,0,0,0,0,0,0,0,0,0,0,0.002090015,0.002629051,0.001442782,0,0,0,0,0
YCR088W,0.001374794,0,0,0,0,0,0.000283991,0.003116,0.0894412,2.135317281,2.399979712,0.893313668,0.281642763,0.089135637,0.033126006,0.019393006,0.027103594,0.030596358,0.009864744,0.001607475,0.000212385,9.40E-05,6.48E-05,2.90E-05,4.07E-05,2.68E-05,0,0.001373807,0,0,0,0,0,0.000174878,0.003471855,0.090975629,1.851687045,1.80735495,0.698505408,0.242850511,0.083464027,0.026082005,0.0154553,0.028399055,0.033959885,0.00969312,0.001502202,0.000179448,5.38E-05,5.35E-05,2.92E-05,1.33E-05,2.18E-05,0,0.015239519,0,0,0,0,0,0.001920129,0.008213587,0.100710634,1.763269307,2.009281654,0.701671583,0.213768831,0.071084542,0.02715918,0.014058497,0.021856313,0.027898295,0.008133522,0.001379058,0.000173144,5.24E-05,5.64E-05,3.52E-05,3.10E-05,3.32E-05,0,0.000228532,0,0,0,0,0,4.72E-05,0.000517973,0.014867804,0.35495363,0.398948446,0.148495463,0.046817455,0.01481701,0.005506534,0.003223698,0.004505428,0.00508603,0.001639816,0.00026721,3.53E-05,1.56E-05,1.08E-05,4.83E-06,6.77E-06,4.45E-06,0,0.000280638,0,0,0,0,0,3.57E-05,0.000709222,0.018584278,0.378258084,0.369202032,0.14268897,0.049608906,0.017049827,0.005327968,0.003157171,0.005801289,0.006937242,0.001980087,0.000306866,3.67E-05,1.10E-05,1.09E-05,5.97E-06,2.71E-06,4.44E-06,0,0.003056446,0,0,0,0,0,0.000385102,0.001647321,0.020198577,0.353642217,0.402982583,0.140727621,0.042873589,0.014256753,0.005447059,0.00281958,0.004383514,0.005595297,0.001631263,0.000276585,3.47E-05,1.05E-05,1.13E-05,7.06E-06,6.21E-06,6.67E-06,0
YCR090C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058998,0.049715024,0.008452252,0.001050181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062948224,0.052640319,0.009377568,0.001086755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060048733,0.047874698,0.008557133,0.00106839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.499071791,0.420545888,0.071498703,0.008883618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.499379557,0.417605093,0.074393931,0.00862142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.510840215,0.407274557,0.072796336,0.009088892,0,0,0,0,0,0,0
YCR093W,0.014928912,0.03514903,0.006127961,0.002387794,0.002936748,0.013333174,0.016085941,0.003884176,0.001006868,0.001058274,0.001481641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009656488,0.031483233,0.005030188,0.001709113,0.002191748,0.011276326,0.015838861,0.002341335,0.000735539,0.001058031,0.002506649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018450958,0.040556792,0.009082715,0.002430296,0.002253146,0.008177749,0.013020008,0.003201116,0.001160892,0.000929715,0.000665011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151746624,0.357276328,0.062288364,0.024271,0.029850912,0.135526573,0.163507379,0.039481147,0.01023442,0.010756943,0.015060311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115194736,0.375571606,0.060006405,0.020388445,0.026145927,0.134518204,0.188945862,0.027930389,0.00877444,0.012621524,0.029902463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184641786,0.40585852,0.090892232,0.024320376,0.022547601,0.081836087,0.130293372,0.0320341,0.011617236,0.009303816,0.006654874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCR094W,0.001738304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001361295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00215724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCR102C,0,0,0,0,0,0,0.000856248,0,0.000424781,0,0,0,0,0,0,0,0.00153572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000681252,0,0.000510421,0,0,0,0,0,0,0,0.002665936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000861168,0,0.000653046,0,0,0,0,0,0,0,0.00233167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303984532,0,0.150805528,0,0,0,0,0,0,0,0.545209941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176599453,0,0.132315333,0,0,0,0,0,0,0,0.691085214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223919462,0,0.169803815,0,0,0,0,0,0,0,0.606276723,0,0,0,0,0,0,0,0,0,0
YDL002C,0.01044508,0.000876154,0,0,0,0,0,0,0,0,0.000782965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009172357,0.000755836,0,0,0,0,0,0,0,0,0.000762725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006967594,0.001117074,0,0,0,0,0,0,0,0,0.001097774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86293027,0.072384305,0,0,0,0,0,0,0,0,0.064685425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857957829,0.070698909,0,0,0,0,0,0,0,0,0.071343263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758795309,0.121653224,0,0,0,0,0,0,0,0,0.119551467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
